,map_row,map_col,Day,actual_label,predicted_label,left,right,up,down
594,5,9,474,1,1,-1,-1,-1,-1
595,4,9,475,1,1,-1,-1,-1,-1
596,4,8,476,1,1,2,-1,0,-1
597,4,9,528,1,1,-1,-1,-1,-1
598,5,9,544,1,1,-1,-1,-1,-1
599,5,9,545,1,1,-1,-1,-1,-1
600,6,9,546,1,1,-1,-1,-1,-1
601,2,0,548,1,0,-1,-1,-1,2
602,8,7,549,1,1,-1,-1,-1,-1
603,6,9,549,1,1,-1,-1,-1,-1
604,6,9,550,1,1,-1,-1,-1,-1
605,9,7,551,1,1,-1,-1,-1,-1
606,5,8,551,1,1,-1,-1,-1,-1
607,8,7,552,1,1,-1,-1,-1,-1
608,6,9,552,1,1,-1,-1,-1,-1
609,8,9,553,1,1,-1,-1,-1,-1
610,7,9,553,1,1,-1,-1,-1,-1
611,8,8,554,1,1,-1,-1,-1,-1
612,7,6,558,1,1,3,-1,-1,-1
613,8,7,559,1,1,-1,-1,-1,-1
614,7,5,564,1,3,-1,1,-1,-1
615,8,6,569,1,1,3,-1,-1,-1
616,9,6,569,1,1,3,-1,-1,-1
617,9,9,572,1,1,-1,-1,-1,-1
618,8,9,577,1,1,-1,-1,-1,-1
619,8,6,577,1,1,3,-1,-1,-1
620,8,6,578,1,1,3,-1,-1,-1
621,7,8,581,1,1,-1,-1,-1,-1
622,7,8,582,1,1,-1,-1,-1,-1
623,8,8,583,1,1,-1,-1,-1,-1
624,5,7,583,1,1,3,-1,2,-1
625,6,7,585,1,1,-1,-1,-1,-1
626,9,9,593,1,1,-1,-1,-1,-1
627,7,8,594,1,1,-1,-1,-1,-1
628,9,9,594,1,1,-1,-1,-1,-1
629,6,8,595,1,1,-1,-1,-1,-1
630,8,5,598,1,3,2,1,-1,-1
631,9,8,599,1,1,-1,-1,-1,-1
632,8,7,600,1,1,-1,-1,-1,-1
633,7,6,601,1,1,3,-1,-1,-1
634,9,7,606,1,1,-1,-1,-1,-1
635,7,6,607,1,1,3,-1,-1,-1
636,7,6,608,1,1,3,-1,-1,-1
637,9,8,609,1,1,-1,-1,-1,-1
638,8,8,611,1,1,-1,-1,-1,-1
639,8,9,616,1,1,-1,-1,-1,-1
640,8,9,617,1,1,-1,-1,-1,-1
641,8,8,618,1,1,-1,-1,-1,-1
642,6,7,620,1,1,-1,-1,-1,-1
643,6,7,621,1,1,-1,-1,-1,-1
644,7,7,621,1,1,-1,-1,-1,-1
645,9,7,622,1,1,-1,-1,-1,-1
646,9,7,623,1,1,-1,-1,-1,-1
647,6,7,624,1,1,-1,-1,-1,-1
648,7,6,627,1,1,3,-1,-1,-1
649,7,6,628,1,1,3,-1,-1,-1
650,9,6,631,1,1,3,-1,-1,-1
651,5,7,635,1,1,3,-1,2,-1
652,9,6,645,1,1,3,-1,-1,-1
653,6,7,652,1,1,-1,-1,-1,-1
654,9,6,656,1,1,3,-1,-1,-1
655,7,7,662,1,1,-1,-1,-1,-1
656,6,8,664,1,1,-1,-1,-1,-1
657,8,6,666,1,1,3,-1,-1,-1
658,6,6,673,1,1,3,-1,3,-1
659,6,7,676,1,1,-1,-1,-1,-1
660,8,7,677,1,1,-1,-1,-1,-1
661,5,7,696,1,1,3,-1,2,-1
662,6,8,70,1,1,-1,-1,-1,-1
663,6,8,71,1,1,-1,-1,-1,-1
664,4,8,730,1,1,2,-1,0,-1
665,4,8,731,1,1,2,-1,0,-1
666,6,5,168,3,3,2,1,-1,-1
667,6,4,174,3,2,-1,3,-1,3
668,7,5,182,3,3,-1,1,-1,-1
669,7,5,183,3,3,-1,1,-1,-1
670,7,3,186,3,2,-1,3,-1,-1
671,5,4,186,3,2,-1,3,-1,-1
672,7,5,216,3,3,-1,1,-1,-1
673,9,0,217,3,2,-1,-1,-1,-1
674,5,4,220,3,2,-1,3,-1,-1
675,5,5,221,3,3,2,-1,2,-1
676,6,1,221,3,2,3,-1,-1,-1
677,6,5,222,3,3,2,1,-1,-1
678,7,1,222,3,2,3,-1,-1,-1
679,6,5,223,3,3,2,1,-1,-1
680,7,0,223,3,3,-1,2,-1,2
681,6,3,224,3,2,-1,-1,-1,-1
682,5,6,225,3,3,-1,1,2,1
683,6,3,225,3,2,-1,-1,-1,-1
684,8,5,226,3,3,2,1,-1,-1
685,6,5,228,3,3,2,1,-1,-1
686,9,1,228,3,2,-1,-1,-1,-1
687,9,6,230,3,1,3,-1,-1,-1
688,5,6,230,3,3,-1,1,2,1
689,7,3,246,3,2,-1,3,-1,-1
690,6,3,247,3,2,-1,-1,-1,-1
691,8,4,256,3,2,-1,3,3,-1
692,5,6,272,3,3,-1,1,2,1
693,5,6,273,3,3,-1,1,2,1
694,6,5,284,3,3,2,1,-1,-1
695,8,8,387,3,1,-1,-1,-1,-1
696,9,9,422,3,1,-1,-1,-1,-1
697,5,4,555,3,2,-1,3,-1,-1
698,8,5,556,3,3,2,1,-1,-1
699,8,4,558,3,2,-1,3,3,-1
700,7,4,559,3,3,2,-1,2,2
701,6,4,560,3,2,-1,3,-1,3
702,8,3,560,3,2,-1,-1,-1,-1
703,5,5,561,3,3,2,-1,2,-1
704,7,1,561,3,2,3,-1,-1,-1
705,6,2,570,3,2,-1,-1,-1,-1
706,9,4,574,3,2,-1,3,-1,-1
707,6,4,575,3,2,-1,3,-1,3
708,7,0,577,3,3,-1,2,-1,2
709,6,1,584,3,2,3,-1,-1,-1
710,7,3,584,3,2,-1,3,-1,-1
711,6,0,585,3,3,-1,2,2,-1
712,6,0,586,3,3,-1,2,2,-1
713,6,0,587,3,3,-1,2,2,-1
714,6,6,593,3,1,3,-1,3,-1
715,6,0,594,3,3,-1,2,2,-1
716,5,6,595,3,3,-1,1,2,1
717,7,0,595,3,3,-1,2,-1,2
718,7,0,596,3,3,-1,2,-1,2
719,6,5,597,3,3,2,1,-1,-1
720,6,4,610,3,2,-1,3,-1,3
721,5,5,616,3,3,2,-1,2,-1
722,9,4,617,3,2,-1,3,-1,-1
723,9,5,618,3,3,2,1,-1,-1
724,7,3,620,3,2,-1,3,-1,-1
725,5,5,624,3,3,2,-1,2,-1
726,7,4,631,3,3,2,-1,2,2
727,6,4,632,3,2,-1,3,-1,3
728,9,5,633,3,3,2,1,-1,-1
729,9,5,634,3,3,2,1,-1,-1
730,5,5,636,3,3,2,-1,2,-1
731,5,6,637,3,3,-1,1,2,1
732,7,4,638,3,3,2,-1,2,2
733,7,1,643,3,2,3,-1,-1,-1
734,7,4,646,3,3,2,-1,2,2
735,5,5,694,3,3,2,-1,2,-1
736,8,5,694,3,3,2,1,-1,-1
