0.426462,0.419692,0.413538,0.408,0.403077,0.398154,0.394462,0.390769,0.387692,0.385846,0.384,0.382154,0.380923,0.379692,0.379077,0.035088,0.05,0.047619,0.030769,0.029851,0.014925,0.029412,0.014925,0.015152,0.030769,0.031746,0.016667,0.017857,0.019231,0.02
0.411692,0.405538,0.399385,0.393846,0.388923,0.384615,0.381538,0.378462,0.376,0.374154,0.372923,0.371692,0.371077,0.371077,0.371077,0.0,0.016667,0.015873,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
0.395692,0.388923,0.382154,0.376615,0.372308,0.368,0.364308,0.361846,0.359385,0.358769,0.358769,0.358769,0.36,0.361231,0.363077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015385,0.015873,0.016667,0.017857,0.019231,0.02
0.379692,0.371692,0.364308,0.358769,0.353231,0.349538,0.346462,0.345231,0.344615,0.344615,0.345846,0.347692,0.350154,0.353231,0.356308,0.0,0.016667,0.015873,0.0,0.014925,0.0,0.014706,0.014925,0.0,0.015385,0.015873,0.016667,0.017857,0.019231,0.02
0.361846,0.353846,0.346462,0.340923,0.336,0.332923,0.330462,0.329846,0.329846,0.331077,0.333538,0.336615,0.340308,0.344,0.347692,0.017544,0.033333,0.047619,0.030769,0.029851,0.029851,0.029412,0.014925,0.015152,0.015385,0.015873,0.0,0.0,0.0,0.02
0.347077,0.338462,0.331692,0.325538,0.321231,0.317538,0.315692,0.314462,0.315692,0.317538,0.320615,0.323692,0.326769,0.331077,0.336615,0.070175,0.083333,0.095238,0.076923,0.074627,0.059701,0.058824,0.044776,0.030303,0.030769,0.015873,0.016667,0.017857,0.019231,0.02
0.335385,0.327385,0.319385,0.313231,0.308308,0.304615,0.302154,0.301538,0.302154,0.304,0.305846,0.308923,0.313231,0.318769,0.325538,0.140351,0.166667,0.15873,0.123077,0.119403,0.104478,0.102941,0.089552,0.060606,0.076923,0.063492,0.05,0.053571,0.057692,0.06
0.329846,0.320615,0.313231,0.305846,0.300308,0.296,0.293538,0.291692,0.291692,0.291692,0.294154,0.297231,0.302154,0.307692,0.315077,0.245614,0.25,0.238095,0.2,0.19403,0.179104,0.161765,0.149254,0.136364,0.138462,0.126984,0.116667,0.107143,0.115385,0.12
0.331077,0.320615,0.312,0.304615,0.298462,0.293538,0.289846,0.287385,0.286154,0.286154,0.288,0.291077,0.296,0.302769,0.310769,0.350877,0.35,0.333333,0.292308,0.283582,0.268657,0.25,0.238806,0.227273,0.230769,0.206349,0.2,0.196429,0.211538,0.2
0.337846,0.327385,0.318154,0.310154,0.304,0.297846,0.293538,0.290462,0.288615,0.288615,0.289846,0.292923,0.297846,0.304615,0.313231,0.473684,0.466667,0.444444,0.415385,0.38806,0.373134,0.367647,0.343284,0.333333,0.323077,0.31746,0.316667,0.321429,0.307692,0.3
0.353231,0.342154,0.332308,0.323692,0.316308,0.310154,0.305231,0.302154,0.299692,0.299077,0.300308,0.302769,0.307692,0.314462,0.323077,0.614035,0.6,0.571429,0.523077,0.507463,0.492537,0.470588,0.462687,0.439394,0.446154,0.428571,0.433333,0.428571,0.442308,0.42
0.374769,0.363692,0.353846,0.344615,0.337231,0.330462,0.324923,0.321231,0.319385,0.318154,0.318769,0.321231,0.326154,0.332308,0.340308,0.719298,0.716667,0.68254,0.646154,0.626866,0.597015,0.588235,0.58209,0.560606,0.553846,0.539683,0.55,0.553571,0.557692,0.54
0.400615,0.391385,0.382154,0.373538,0.365538,0.358769,0.353231,0.348923,0.345846,0.344615,0.345231,0.347077,0.350769,0.356308,0.363077,0.789474,0.783333,0.761905,0.738462,0.716418,0.701493,0.691176,0.671642,0.666667,0.661538,0.650794,0.65,0.642857,0.653846,0.64
0.427077,0.419692,0.412308,0.404923,0.398154,0.392615,0.386462,0.383385,0.379692,0.377846,0.377231,0.378462,0.380923,0.384615,0.390154,0.824561,0.833333,0.809524,0.784615,0.776119,0.761194,0.75,0.746269,0.727273,0.723077,0.714286,0.716667,0.714286,0.711538,0.7
0.452308,0.446769,0.440615,0.434462,0.428923,0.423385,0.419077,0.414769,0.411692,0.409846,0.409231,0.409231,0.411077,0.413538,0.416615,0.842105,0.833333,0.825397,0.8,0.776119,0.776119,0.764706,0.761194,0.742424,0.738462,0.730159,0.733333,0.732143,0.730769,0.72
