0.731692,0.732923,0.734154,0.734154,0.734769,0.734154,0.732923,0.730462,0.728,0.724923,0.721846,0.717538,0.712,0.706462,0.699692,0.685185,0.689655,0.7,0.716667,0.709677,0.714286,0.730159,0.730159,0.730159,0.741935,0.741935,0.766667,0.793103,0.818182,0.851852
0.743385,0.745846,0.747692,0.748923,0.749538,0.748923,0.748308,0.747077,0.745231,0.742154,0.739077,0.734769,0.729846,0.724308,0.717538,0.703704,0.706897,0.716667,0.733333,0.725806,0.730159,0.730159,0.746032,0.746032,0.741935,0.741935,0.75,0.775862,0.8,0.814815
0.755077,0.757538,0.76,0.762462,0.763692,0.763692,0.763077,0.762462,0.760615,0.758154,0.754462,0.750769,0.745846,0.740923,0.734154,0.722222,0.724138,0.733333,0.75,0.741935,0.730159,0.730159,0.746032,0.746032,0.741935,0.741935,0.75,0.758621,0.781818,0.796296
0.767385,0.770462,0.773538,0.775385,0.776,0.777231,0.776615,0.776,0.774769,0.772923,0.769846,0.766154,0.761846,0.756923,0.750769,0.722222,0.706897,0.716667,0.716667,0.725806,0.714286,0.714286,0.714286,0.714286,0.709677,0.709677,0.716667,0.724138,0.763636,0.777778
0.776615,0.780923,0.784615,0.786462,0.788308,0.788923,0.789538,0.788308,0.787077,0.785231,0.782154,0.779692,0.775385,0.771077,0.765538,0.685185,0.672414,0.683333,0.683333,0.677419,0.666667,0.666667,0.666667,0.666667,0.66129,0.66129,0.683333,0.689655,0.709091,0.740741
0.786462,0.790769,0.793846,0.796308,0.798154,0.799385,0.798769,0.798769,0.797538,0.796308,0.793846,0.790769,0.787692,0.783385,0.778462,0.62963,0.637931,0.633333,0.633333,0.629032,0.619048,0.619048,0.619048,0.619048,0.612903,0.612903,0.616667,0.62069,0.654545,0.666667
0.792615,0.796923,0.800615,0.803692,0.805538,0.806769,0.807385,0.806769,0.805538,0.804308,0.802462,0.8,0.796923,0.793231,0.788923,0.574074,0.568966,0.583333,0.583333,0.580645,0.571429,0.571429,0.555556,0.555556,0.548387,0.548387,0.55,0.551724,0.581818,0.611111
0.796308,0.801231,0.805538,0.808615,0.811077,0.812308,0.812308,0.812308,0.811692,0.810462,0.808615,0.806154,0.803692,0.800615,0.797538,0.5,0.5,0.5,0.5,0.5,0.492063,0.492063,0.492063,0.492063,0.483871,0.483871,0.483333,0.482759,0.509091,0.537037
0.798154,0.803692,0.807385,0.810462,0.812923,0.814769,0.815385,0.815385,0.814769,0.813538,0.812308,0.810462,0.808,0.804923,0.802462,0.425926,0.431034,0.433333,0.433333,0.435484,0.428571,0.428571,0.428571,0.444444,0.435484,0.435484,0.433333,0.431034,0.436364,0.462963
0.797538,0.802462,0.806154,0.809846,0.814154,0.815385,0.816,0.816615,0.816,0.814154,0.812923,0.811077,0.808615,0.807385,0.804923,0.351852,0.362069,0.366667,0.366667,0.354839,0.365079,0.365079,0.365079,0.380952,0.370968,0.387097,0.383333,0.396552,0.4,0.425926
0.795077,0.8,0.803692,0.806154,0.808,0.810462,0.812923,0.814769,0.813538,0.812923,0.812308,0.811077,0.809846,0.806769,0.805538,0.277778,0.293103,0.3,0.3,0.290323,0.285714,0.301587,0.301587,0.31746,0.322581,0.33871,0.333333,0.344828,0.363636,0.37037
0.789538,0.794462,0.798154,0.801231,0.803077,0.804308,0.804923,0.806769,0.810462,0.809231,0.808,0.807385,0.805538,0.804308,0.803692,0.222222,0.241379,0.233333,0.233333,0.225806,0.222222,0.222222,0.238095,0.253968,0.258065,0.274194,0.283333,0.293103,0.290909,0.314815
0.782154,0.786462,0.790154,0.792615,0.794462,0.796308,0.797538,0.798769,0.8,0.801231,0.801846,0.800615,0.8,0.8,0.799385,0.148148,0.172414,0.166667,0.166667,0.16129,0.15873,0.15873,0.15873,0.174603,0.177419,0.209677,0.216667,0.224138,0.236364,0.259259
0.772923,0.776615,0.779692,0.782154,0.784,0.785231,0.786462,0.787692,0.788308,0.790154,0.790769,0.790769,0.792,0.792,0.792,0.074074,0.103448,0.1,0.083333,0.096774,0.095238,0.095238,0.095238,0.111111,0.112903,0.129032,0.133333,0.155172,0.163636,0.185185
0.761846,0.764923,0.766769,0.768615,0.770462,0.771692,0.772308,0.773538,0.774769,0.776,0.777846,0.779077,0.780923,0.781538,0.782769,0.018519,0.034483,0.033333,0.016667,0.032258,0.031746,0.015873,0.031746,0.031746,0.032258,0.048387,0.05,0.051724,0.054545,0.074074
