-2,-2,-2,-2,-2,-2,-1,-1,-1,0,1,1,0,-1,-2,-3,-2,-2,-2,-3,-5,-6,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-5,-5,-5,-4,-3,-2,-1,1,3,5,6,7,8,9,9,10,11,13,14,17,19,21,23,25,28,30,32,33,34,35,35,35,35,35,34,33,32,31,30,29,27,25,23,20,18,16,14,11,10,9,8,8,7,7,7,8,8,9,9,10,11,13,14,15,16,18,20,22,24,27,29,32,34,37,40,42,43,44,44,43,43
1,0,0,0,0,0,0,1,1,1,2,2,2,2,1,1,2,3,2,1,-1,-2,-2,-3,-3,-4,-5,-6,-6,-6,-6,-6,-5,-5,-5,-4,-4,-3,-2,0,2,4,5,6,7,8,9,10,12,13,16,18,21,24,26,28,30,33,35,36,37,37,37,37,37,37,36,35,34,33,31,30,29,27,25,22,19,16,13,11,9,8,8,8,8,8,8,8,9,9,10,11,12,13,15,15,16,18,20,22,24,26,28,30,32,34,37,39,41,43,43,44,43
4,4,3,3,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,4,4,3,2,1,0,0,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3,-2,-1,1,3,4,6,7,8,9,11,12,15,17,20,23,26,29,31,34,36,38,39,40,40,40,39,39,39,38,37,35,34,33,32,30,29,27,24,21,17,14,10,8,7,8,8,8,8,9,9,9,10,11,12,13,14,15,15,16,17,19,20,22,23,24,25,27,29,31,34,37,39,41,43,43
8,8,7,6,6,5,5,5,5,5,5,5,6,6,7,7,7,8,8,8,8,8,7,7,6,5,4,3,2,1,0,-1,-1,-2,-2,-2,-2,-2,-2,-1,0,2,4,5,7,8,10,12,14,16,18,21,25,28,32,35,37,40,42,43,43,42,42,41,41,40,40,38,37,35,34,33,31,30,28,26,22,19,15,11,8,7,7,8,8,9,9,10,10,11,11,12,13,14,14,14,15,16,17,19,20,19,19,19,20,23,25,28,31,34,37,40,42
11,11,10,9,9,8,8,8,7,7,7,7,8,9,9,10,10,10,11,11,11,11,11,10,10,9,8,7,6,5,4,3,2,1,0,0,-1,-1,-1,0,0,2,3,5,7,9,11,13,15,17,19,23,26,30,34,37,40,42,44,45,45,44,44,43,43,42,41,40,39,37,35,34,32,31,29,27,24,21,17,12,9,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14,14,15,16,16,14,13,13,14,17,19,21,24,27,31,35,39
13,13,13,12,12,12,12,11,10,10,10,10,10,11,12,12,13,14,14,14,15,15,15,14,14,13,12,12,10,9,7,6,5,4,3,2,1,1,1,1,1,2,3,5,7,9,11,13,16,18,21,24,28,32,35,38,41,43,45,46,46,46,45,45,44,43,42,41,40,38,36,34,33,32,30,29,26,23,19,15,11,9,8,9,9,9,10,10,11,11,12,12,12,13,13,13,12,12,12,12,10,8,7,7,9,11,13,15,17,20,24,29,34
16,16,16,16,16,15,15,14,14,13,13,13,13,14,15,16,16,17,18,18,18,18,18,18,18,17,17,15,14,13,11,9,8,7,6,5,4,4,3,3,3,4,5,6,8,10,12,14,17,19,22,26,29,32,35,37,40,42,44,46,46,46,45,44,44,43,42,42,40,38,36,35,34,32,31,30,28,25,22,18,15,12,10,10,10,10,10,11,11,11,12,12,12,12,12,11,10,9,9,7,5,3,3,3,5,7,9,10,12,15,18,22,28
19,19,19,19,19,19,18,18,17,17,16,16,16,17,18,19,20,20,21,22,22,22,22,22,22,21,20,19,18,16,14,13,11,10,9,8,7,7,6,6,6,6,6,7,9,11,13,15,18,21,24,27,29,32,33,35,38,40,43,45,45,45,44,43,42,42,42,41,40,39,37,36,34,33,32,31,29,27,24,21,18,15,13,12,11,11,11,11,11,11,12,11,11,11,11,10,8,7,6,4,2,0,0,1,2,3,5,7,8,10,12,16,21
22,22,22,22,22,22,22,21,21,21,20,20,20,21,21,22,23,24,25,25,26,26,26,26,25,25,24,23,21,20,18,16,15,14,13,12,11,10,9,9,9,8,9,9,10,12,14,17,20,23,25,27,29,30,31,33,36,39,42,44,44,44,42,41,40,40,41,41,39,39,37,36,34,33,32,32,30,29,27,24,21,19,16,14,13,12,12,12,12,12,12,12,11,11,10,9,7,6,4,2,0,-1,-1,0,0,1,3,4,5,6,8,11,14
25,25,25,25,25,25,25,25,25,25,24,24,24,24,25,26,26,27,28,29,29,30,30,30,29,28,27,26,25,23,21,20,18,17,16,15,14,14,13,12,12,11,11,11,12,14,16,19,22,24,26,27,27,28,30,32,35,38,41,43,44,43,41,39,38,38,39,39,39,39,37,36,35,34,33,32,32,30,29,27,24,22,20,18,16,15,14,14,13,13,13,13,12,12,11,9,7,5,4,2,0,-1,-1,-1,0,0,1,1,2,3,4,6,9
28,28,29,29,29,29,29,29,29,28,28,28,28,29,29,30,30,31,32,33,33,34,34,34,33,32,31,30,29,27,26,24,22,21,20,19,18,17,17,16,15,14,14,14,15,16,19,21,24,26,27,26,26,26,28,31,34,37,40,42,43,42,41,38,37,37,37,37,38,38,38,37,35,34,33,33,32,32,30,29,27,25,23,21,19,18,17,16,16,15,15,14,14,13,11,10,8,6,5,3,2,1,0,0,0,-1,-1,0,0,0,1,3,5
32,32,33,33,33,33,33,33,33,33,33,33,33,33,34,34,35,35,36,37,37,38,38,38,37,37,36,35,33,32,30,28,27,25,24,23,22,21,20,19,18,17,17,17,18,19,21,24,25,26,26,26,25,25,27,29,32,35,38,40,41,41,40,38,37,36,35,36,38,38,38,37,36,35,34,34,33,33,32,31,29,28,26,24,23,21,20,19,18,18,17,17,16,15,13,12,10,8,7,5,4,3,2,2,1,0,-1,-1,-1,-1,0,1,2
36,36,37,37,37,38,38,38,38,38,38,38,39,39,39,40,40,41,41,42,42,43,43,43,42,42,41,39,38,36,34,33,31,30,28,27,26,25,24,23,22,21,20,20,21,22,24,26,27,27,26,26,25,24,25,27,30,33,35,37,38,40,38,37,37,35,35,36,37,38,38,37,36,35,35,34,34,34,33,33,32,30,29,28,26,25,24,23,22,21,20,19,18,17,16,14,12,11,9,8,6,5,4,3,2,1,1,0,-1,-1,-1,0,1
40,41,41,42,42,43,43,43,44,44,44,44,45,45,45,46,46,47,47,47,48,48,48,48,47,47,46,44,43,41,39,38,36,34,33,31,30,29,28,26,25,24,24,24,25,26,27,27,28,27,27,26,24,23,23,25,27,29,31,33,36,37,37,36,36,34,34,35,36,37,38,38,37,36,36,35,35,35,35,35,34,33,32,31,30,28,27,26,25,24,23,22,21,20,19,17,15,14,12,11,9,8,6,5,4,3,3,2,1,0,0,0,0
45,45,46,47,47,48,48,49,49,50,50,50,51,51,52,52,53,53,53,53,54,54,54,53,53,52,51,49,48,46,44,42,40,39,37,35,34,33,31,30,29,28,27,28,28,29,29,29,29,28,28,27,24,22,21,22,24,26,27,30,32,34,35,35,36,34,34,36,36,37,38,38,38,37,37,37,37,37,37,36,36,36,35,34,33,32,31,30,29,28,27,26,25,24,22,21,19,18,16,15,13,10,9,7,6,5,5,4,3,2,2,1,1
50,50,51,52,52,53,53,54,54,55,56,57,57,58,58,59,59,60,60,60,60,60,60,59,58,57,56,55,53,51,49,47,45,43,41,39,38,36,35,33,32,31,31,32,32,32,32,31,30,30,29,27,24,21,20,20,21,22,24,26,29,31,33,35,35,34,34,36,37,38,39,39,39,39,39,38,38,38,38,38,38,38,38,37,36,35,34,33,32,31,30,29,29,27,26,25,23,22,20,18,16,13,11,10,8,7,7,6,5,5,3,2,2
55,56,57,57,58,58,59,59,60,61,62,63,64,64,65,66,66,67,67,67,67,67,66,65,65,63,62,60,58,56,54,52,50,48,46,44,42,40,39,37,36,35,35,35,35,35,34,33,32,31,31,28,24,20,18,18,19,20,21,22,25,28,31,34,35,34,35,36,37,38,40,41,41,41,41,41,40,41,41,41,41,41,41,40,39,39,38,37,36,35,35,34,33,32,30,29,27,26,24,22,19,16,13,12,10,9,9,9,8,7,6,4,4
61,62,62,63,64,64,65,66,66,67,68,69,70,71,72,73,73,74,74,74,74,74,73,72,71,69,67,65,63,61,59,57,54,52,50,48,46,44,42,41,40,40,39,39,39,38,36,35,34,33,32,29,25,20,18,17,17,17,18,19,21,25,29,33,34,34,35,36,38,39,41,42,42,43,43,43,43,43,43,44,44,44,44,43,43,42,42,41,40,40,39,38,37,36,35,33,32,30,28,25,22,19,16,14,12,11,11,11,10,9,8,6,5
67,67,68,69,69,70,71,71,72,73,74,75,76,78,78,79,80,80,81,80,80,79,78,77,75,73,71,69,67,65,63,61,59,56,54,52,50,48,47,45,44,43,43,42,42,41,39,38,36,35,34,30,25,20,17,16,15,15,15,15,18,22,26,31,34,35,36,37,39,41,42,43,44,45,45,45,46,46,46,47,47,47,47,47,46,46,45,45,44,44,43,42,41,40,39,37,36,33,31,28,25,22,18,16,14,13,13,12,12,11,10,9,8
72,72,72,73,73,74,75,75,76,77,78,79,80,82,83,83,84,84,84,83,83,82,80,79,77,76,74,72,70,68,67,64,62,60,58,56,54,53,51,49,48,47,47,46,45,43,42,40,39,37,35,31,26,21,17,15,14,13,12,13,15,19,24,28,33,36,37,38,40,42,44,45,46,47,47,48,48,49,49,50,50,50,50,50,50,50,49,49,49,48,48,47,46,45,43,42,40,37,35,32,28,25,21,19,17,15,15,14,13,13,12,11,10
76,76,76,76,76,76,76,77,77,78,79,80,81,82,83,84,84,84,84,83,83,82,81,80,78,77,76,74,73,71,70,68,66,64,62,60,58,56,55,53,52,51,50,49,48,46,45,43,41,39,36,32,27,21,17,14,12,11,10,11,13,17,21,26,31,36,38,40,41,43,45,47,48,49,50,50,51,52,52,53,54,54,54,54,54,54,54,53,53,52,52,51,50,49,47,46,43,41,38,35,32,29,25,22,19,18,16,15,15,15,14,14,13
79,79,78,78,78,77,77,77,77,77,77,78,79,79,80,81,81,81,81,81,81,81,80,80,79,78,77,76,75,74,73,71,69,67,66,64,62,60,59,57,56,54,53,52,51,49,47,45,43,40,38,33,28,22,17,14,11,9,8,9,11,14,18,24,29,35,39,42,43,45,47,49,50,51,52,53,54,55,55,56,57,57,57,58,58,58,58,58,57,57,56,55,54,53,51,49,47,45,42,39,36,33,29,26,23,21,19,18,17,17,17,17,16
81,81,80,79,78,77,76,75,75,74,74,74,74,75,75,75,75,76,76,77,77,78,78,79,79,78,78,77,77,76,75,74,72,71,69,67,66,64,62,61,59,58,57,55,53,52,49,47,44,42,39,35,29,22,17,13,10,7,6,7,9,12,16,21,27,34,40,43,46,47,49,50,52,54,55,56,57,58,58,59,60,61,61,61,62,62,62,62,61,61,60,59,58,57,55,53,51,48,46,43,40,37,33,30,28,25,23,21,20,20,19,19,19
82,81,79,78,76,75,73,72,72,71,70,70,69,69,68,68,68,69,70,71,73,74,75,76,77,77,78,78,78,77,77,76,75,73,72,70,69,67,66,64,62,61,59,58,56,54,51,49,46,43,40,36,30,23,17,13,9,6,5,6,8,10,14,19,25,32,38,44,48,50,51,53,54,56,57,59,60,61,62,63,63,64,65,65,66,66,66,66,66,65,64,63,62,60,59,57,55,53,50,47,44,41,38,36,33,30,27,25,24,23,22,22,22
81,79,77,75,74,72,70,69,68,66,65,64,63,62,61,61,62,63,64,66,67,68,70,71,73,74,75,76,77,77,77,77,76,75,74,72,71,70,68,67,65,63,62,60,58,56,53,51,48,45,41,36,30,23,17,13,9,5,3,4,6,9,12,17,23,29,36,44,50,53,55,56,57,58,60,61,63,64,65,67,67,68,69,70,70,71,71,70,70,69,68,67,66,64,63,61,59,57,55,52,49,46,43,41,38,35,32,30,29,27,26,25,24
79,77,74,72,70,68,66,65,63,61,59,58,56,55,55,56,56,58,59,60,61,62,64,65,67,69,71,72,74,75,76,76,76,75,75,73,72,71,70,68,67,65,64,62,60,58,55,53,50,46,42,37,31,24,18,13,8,4,2,3,4,7,10,15,20,27,34,42,49,55,58,60,61,62,63,64,66,67,69,71,72,73,74,74,75,75,75,74,74,73,72,70,69,68,67,65,63,61,59,56,54,51,49,46,43,40,38,36,33,32,30,29,28
74,72,70,67,65,63,61,59,57,55,53,51,51,50,50,51,52,53,54,55,56,57,58,59,61,63,65,67,68,70,72,73,74,74,74,74,73,72,71,69,68,67,66,64,62,60,57,54,51,47,42,37,31,24,18,13,8,4,2,1,2,5,8,12,17,24,31,39,47,55,60,63,65,66,67,68,70,71,73,75,76,77,78,78,78,79,78,78,77,76,75,74,73,72,71,70,68,66,64,61,59,56,54,51,49,46,43,41,39,37,35,33,32
68,66,64,61,59,57,54,52,50,49,47,47,46,46,47,47,48,49,49,50,51,51,52,54,55,57,59,60,62,64,66,68,69,71,72,72,72,72,71,70,69,68,67,66,64,61,59,55,52,47,42,37,31,24,18,13,8,4,1,0,0,2,6,10,15,21,27,35,43,52,60,66,69,71,72,74,75,76,77,79,80,81,81,82,82,82,82,81,81,80,80,79,78,77,76,75,73,71,69,67,64,62,59,57,54,52,49,47,44,42,40,38,36
61,59,57,55,53,51,49,47,45,44,44,43,43,43,44,44,45,45,46,46,46,47,47,48,49,51,52,54,55,57,59,62,64,66,67,69,70,70,70,69,69,68,68,67,65,62,60,56,52,47,42,37,31,25,18,13,8,4,1,-1,-1,0,3,7,12,18,24,31,39,47,56,64,71,75,77,79,80,81,82,83,84,85,86,87,87,87,87,87,87,86,86,85,84,83,81,80,78,76,74,72,69,67,65,63,60,58,55,52,50,47,45,43,41
55,53,52,50,48,46,45,43,42,41,41,41,41,41,41,42,42,42,42,42,42,42,42,43,43,44,46,47,49,50,53,55,57,59,61,63,65,66,67,67,67,67,66,66,64,62,59,55,51,47,42,37,31,25,19,13,8,4,0,-2,-2,-1,1,4,8,14,20,26,34,41,50,59,67,75,80,83,85,87,88,89,90,91,92,93,93,94,94,94,94,93,92,91,89,88,86,84,82,80,78,76,74,72,70,67,65,62,60,57,54,52,50,48,45
49,49,47,46,44,43,42,40,40,39,39,39,39,39,39,39,39,38,38,38,38,37,37,37,38,39,39,41,42,44,46,48,50,52,55,57,58,60,61,62,63,63,63,63,62,60,57,54,50,46,41,37,31,25,19,13,8,4,1,-2,-3,-3,-1,1,5,10,15,21,28,35,43,51,59,68,76,82,87,90,93,95,96,97,98,99,100,101,101,100,100,99,97,95,93,91,88,86,84,82,80,78,76,74,71,69,67,65,63,61,58,56,54,52,49
45,45,44,43,42,40,39,38,38,37,37,36,36,36,36,36,35,35,35,34,34,33,33,33,33,33,34,35,36,38,40,41,44,46,48,50,52,53,55,56,57,58,58,59,59,58,55,52,49,45,41,36,31,25,19,13,8,4,1,-2,-3,-3,-3,-1,2,6,10,16,22,28,35,42,50,58,65,73,80,86,91,94,97,100,101,103,104,104,103,102,101,99,96,94,91,88,86,84,82,80,78,76,74,72,70,68,67,65,64,62,60,58,56,54,52
42,42,41,41,40,39,38,37,36,35,35,34,34,34,33,33,32,32,31,31,30,29,29,29,29,29,29,30,31,32,34,36,38,40,41,43,45,47,48,50,51,52,53,54,54,54,53,50,47,44,40,36,31,25,19,13,9,5,1,-1,-3,-3,-3,-2,0,3,6,11,16,22,28,34,41,48,54,61,68,74,80,84,88,91,94,95,96,96,96,94,92,90,87,85,82,80,78,76,74,73,71,69,68,66,65,64,63,62,61,61,60,58,57,55,54
40,40,39,39,38,37,36,36,35,34,33,33,32,31,31,30,29,28,28,27,26,26,25,25,25,25,25,26,26,28,29,30,32,34,36,37,39,41,42,44,45,46,47,49,50,50,49,48,46,43,40,35,31,25,19,14,9,5,2,0,-2,-2,-3,-2,-1,1,4,8,12,17,22,28,33,39,45,51,56,61,66,70,74,77,79,80,81,81,81,80,79,77,75,73,71,69,67,66,64,62,61,60,59,58,57,56,55,55,55,55,55,55,55,55,54
38,38,38,38,37,36,36,35,34,33,32,31,30,29,28,27,26,25,24,24,23,22,22,22,21,21,21,22,22,23,24,26,27,29,30,32,34,35,37,38,40,41,43,44,45,46,46,46,45,42,39,35,31,25,19,14,10,6,3,1,0,-1,-1,-1,0,1,4,7,10,14,18,23,28,33,38,42,47,51,55,58,61,63,65,66,67,67,67,66,66,65,64,61,59,58,56,55,54,53,52,51,50,49,48,48,47,47,48,48,49,50,51,51,51
36,36,37,37,37,36,35,34,33,32,31,30,29,28,26,25,24,23,22,21,20,20,19,19,18,18,18,19,19,20,20,21,22,24,26,27,29,30,32,34,35,37,38,40,41,42,43,44,43,41,38,34,30,25,20,15,11,7,5,3,1,1,0,1,1,3,4,7,10,13,17,21,25,29,33,37,40,44,47,50,52,53,54,55,56,56,56,56,56,55,54,53,51,49,48,47,46,46,45,44,43,42,41,41,41,41,41,42,43,44,45,46,47
34,35,36,36,36,36,35,34,33,32,31,30,28,26,25,23,22,21,20,19,18,17,17,16,16,15,15,16,16,16,17,18,18,20,21,23,25,26,28,29,31,33,34,36,37,39,40,41,41,40,37,34,30,25,21,16,12,9,6,4,3,2,2,3,3,4,6,8,10,13,16,20,23,27,30,33,36,39,41,43,45,46,47,48,48,48,48,48,48,48,47,46,44,42,41,40,40,39,38,37,36,35,35,34,34,35,35,36,37,38,39,40,42
32,33,34,35,35,35,35,34,33,32,31,29,27,26,24,22,20,19,18,17,16,16,15,14,13,13,13,13,13,14,14,15,15,16,18,19,21,23,24,26,27,29,31,33,34,36,38,39,39,38,36,33,30,26,21,17,14,10,8,6,5,4,4,5,5,6,8,9,11,14,16,19,22,25,28,31,33,35,37,39,40,41,41,42,42,42,42,42,42,41,41,39,38,36,35,34,34,33,32,31,30,29,29,29,29,29,30,30,31,32,33,35,36
30,32,33,34,34,35,34,34,33,32,31,29,27,25,23,21,20,18,17,16,15,14,13,12,12,11,11,11,11,11,12,12,13,14,15,16,18,19,21,23,24,26,28,30,32,34,36,37,37,37,35,32,29,26,22,18,15,12,10,8,7,7,7,7,8,9,10,11,13,15,17,19,22,24,27,29,31,32,33,34,35,36,36,37,37,37,37,36,36,35,35,34,32,31,30,29,28,27,27,25,25,24,24,24,24,24,24,25,26,27,28,29,31
28,30,31,32,33,34,34,34,33,32,30,29,27,25,22,21,19,18,16,15,14,13,12,11,10,10,9,9,9,10,10,10,11,12,13,14,15,17,18,20,22,23,26,28,30,32,34,35,35,35,33,31,29,25,22,19,16,14,12,11,10,9,9,10,10,11,12,13,14,16,18,19,21,23,25,27,28,29,30,31,31,32,32,32,32,32,32,31,31,30,29,29,27,26,25,24,23,23,22,21,21,20,20,20,20,20,20,20,21,22,23,25,26
27,28,30,31,32,33,33,33,32,31,30,28,26,24,22,20,18,17,16,14,13,12,11,10,9,9,8,8,8,8,9,9,10,11,11,12,14,15,16,18,19,21,24,26,29,30,32,33,33,33,32,30,28,25,23,20,18,16,14,13,13,12,12,12,13,13,13,14,15,17,18,20,21,22,24,25,26,26,27,28,28,28,28,28,28,28,28,27,27,26,26,25,24,23,22,21,20,19,18,18,17,17,17,17,16,16,16,17,17,18,20,21,23
25,27,28,30,31,32,32,31,31,30,28,27,25,23,21,19,18,16,15,13,12,11,10,9,8,8,7,7,7,7,8,8,9,10,10,11,12,13,14,16,18,20,22,25,27,28,29,30,31,31,30,29,27,25,23,21,19,18,17,16,15,15,15,15,15,15,15,16,17,18,19,20,21,22,22,23,24,24,24,25,25,25,25,25,25,25,24,24,24,23,23,22,21,20,19,18,17,17,16,15,14,14,14,14,14,13,14,14,14,15,17,18,20
24,26,27,28,29,30,30,30,29,28,27,25,23,22,20,18,17,15,14,12,11,10,9,8,7,7,7,6,6,7,7,8,8,9,10,10,11,12,13,15,16,19,21,23,25,26,27,27,28,28,28,27,26,25,24,22,21,20,19,19,18,18,18,17,17,16,17,17,18,18,19,20,20,21,21,21,22,22,22,23,23,23,23,23,22,22,22,22,21,21,20,20,19,18,17,16,15,15,14,13,12,12,11,11,11,11,11,12,12,13,15,16,18
23,25,26,27,28,28,28,28,27,26,25,23,22,20,19,17,16,14,13,11,10,9,8,7,7,6,6,6,6,6,6,7,8,8,9,10,11,11,12,14,15,17,19,21,22,23,24,25,25,26,26,26,26,25,24,23,22,22,21,21,21,20,20,19,18,18,18,18,18,19,19,20,20,20,20,20,20,20,20,21,21,21,21,21,21,20,20,20,19,19,18,18,17,17,16,15,14,13,12,11,11,10,9,9,9,9,10,10,11,12,13,14,15
23,24,24,25,26,26,26,25,25,24,23,21,20,19,17,16,14,13,12,10,9,8,7,6,6,5,5,5,5,5,6,6,7,8,8,9,10,11,12,13,14,16,18,19,20,20,21,22,23,24,25,25,26,25,24,23,23,23,23,23,23,22,22,21,20,20,19,19,19,19,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,17,16,16,15,15,14,13,12,11,10,9,8,8,8,8,8,8,9,9,10,11,12,13
22,23,23,24,24,24,24,23,23,22,21,20,18,17,16,14,13,12,10,9,8,7,6,5,5,4,4,4,4,4,5,5,6,7,8,8,9,10,11,12,13,15,16,17,18,18,19,20,21,23,24,25,25,25,24,24,24,25,25,25,25,24,23,23,22,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,18,18,19,19,18,18,18,17,17,16,15,15,14,14,13,12,11,10,9,8,7,7,6,6,7,7,7,8,9,9,10,11
21,22,22,23,23,23,22,22,21,20,19,18,17,15,14,13,12,10,9,8,7,6,5,4,4,4,3,3,4,4,4,5,5,6,7,8,9,9,10,11,13,14,15,16,16,17,18,19,20,22,23,25,25,25,24,25,25,26,26,26,26,26,25,24,23,22,21,21,20,20,20,20,19,19,18,18,17,17,17,17,17,18,18,18,18,18,18,17,17,16,16,15,14,14,13,12,11,11,10,8,7,7,6,6,6,6,6,7,7,8,9,9,10
