0.723404,0.723404,0.717391,0.727273,0.720930,0.697674,0.630435,0.591837,0.528302,0.508772,0.475410,0.461538,0.426471,0.411765,0.391304,0.358209,0.333333,0.328125,0.301587,0.358209,0.402778,0.424658,0.436620,0.411765,0.380952,0.350000,0.321429,0.290909,0.269231,0.274510,0.269231,0.301887,0.309091,0.321429,0.303571,0.310345,0.322034,0.300000,0.300000,0.300000,0.275862,0.275862,0.271186,0.271186,0.254237,0.258621,0.263158,0.263158,0.267857,0.272727,0.277778,0.283019,0.283019,0.294118,0.306122,0.297872,0.272727,0.225000,0.189189,0.121212,0.147059,0.166667,0.147059,0.142857,0.138889,0.157895,0.200000,0.175000,0.175000,0.195122,0.209302,0.260870,0.291667,0.306122,0.326531,0.306122,0.326531,0.326531,0.333333,0.352941,0.396226,0.396226,0.403846,0.392157,0.408163,0.382979,0.391304,0.400000,0.400000,0.444444,0.466667,0.488889,0.511111,0.522727,0.534884,0.536585,0.512821,0.500000,0.552632,0.600000,0.615385,0.617647,0.533333,0.464286,0.379310,0.375000,0.416667,0.410256,0.400000,0.380952,0.395349,0.400000,0.361702
0.765957,0.765957,0.760870,0.772727,0.767442,0.744186,0.673913,0.632653,0.584906,0.543860,0.508197,0.492308,0.470588,0.441176,0.420290,0.402985,0.363636,0.359375,0.333333,0.388060,0.444444,0.452055,0.464789,0.441176,0.412698,0.383333,0.357143,0.327273,0.307692,0.294118,0.307692,0.320755,0.345455,0.339286,0.339286,0.327586,0.338983,0.316667,0.316667,0.316667,0.293103,0.293103,0.288136,0.271186,0.271186,0.275862,0.280702,0.263158,0.267857,0.272727,0.277778,0.283019,0.283019,0.294118,0.306122,0.297872,0.272727,0.225000,0.189189,0.121212,0.147059,0.166667,0.117647,0.142857,0.138889,0.157895,0.175000,0.175000,0.175000,0.195122,0.209302,0.260870,0.312500,0.306122,0.326531,0.306122,0.326531,0.326531,0.333333,0.352941,0.396226,0.396226,0.403846,0.392157,0.408163,0.404255,0.391304,0.422222,0.422222,0.444444,0.488889,0.511111,0.533333,0.545455,0.558140,0.536585,0.538462,0.527778,0.578947,0.625000,0.641026,0.617647,0.566667,0.500000,0.413793,0.406250,0.416667,0.435897,0.400000,0.404762,0.395349,0.400000,0.382979
0.787234,0.787234,0.804348,0.818182,0.813953,0.790698,0.717391,0.673469,0.603774,0.578947,0.540984,0.523077,0.485294,0.470588,0.449275,0.432836,0.393939,0.390625,0.365079,0.417910,0.458333,0.479452,0.492958,0.470588,0.444444,0.416667,0.392857,0.363636,0.326923,0.333333,0.326923,0.358491,0.363636,0.375000,0.357143,0.344828,0.355932,0.333333,0.333333,0.316667,0.310345,0.310345,0.288136,0.288136,0.288136,0.275862,0.280702,0.280702,0.285714,0.272727,0.277778,0.283019,0.283019,0.294118,0.306122,0.297872,0.272727,0.225000,0.189189,0.121212,0.147059,0.166667,0.117647,0.114286,0.138889,0.157895,0.175000,0.175000,0.175000,0.195122,0.209302,0.260870,0.291667,0.285714,0.306122,0.285714,0.306122,0.306122,0.312500,0.352941,0.377358,0.396226,0.403846,0.392157,0.408163,0.404255,0.391304,0.422222,0.422222,0.466667,0.488889,0.511111,0.555556,0.568182,0.581395,0.560976,0.564103,0.555556,0.605263,0.650000,0.666667,0.676471,0.600000,0.500000,0.448276,0.406250,0.444444,0.435897,0.425000,0.404762,0.418605,0.400000,0.382979
0.829787,0.829787,0.847826,0.863636,0.860465,0.837209,0.739130,0.693878,0.641509,0.614035,0.557377,0.538462,0.514706,0.500000,0.463768,0.447761,0.409091,0.406250,0.396825,0.432836,0.486111,0.493151,0.507042,0.485294,0.460317,0.433333,0.410714,0.381818,0.365385,0.352941,0.365385,0.377358,0.381818,0.392857,0.375000,0.379310,0.372881,0.350000,0.350000,0.333333,0.327586,0.310345,0.305085,0.305085,0.288136,0.293103,0.298246,0.280702,0.285714,0.290909,0.296296,0.283019,0.283019,0.294118,0.306122,0.297872,0.272727,0.225000,0.189189,0.121212,0.147059,0.166667,0.117647,0.114286,0.138889,0.157895,0.175000,0.175000,0.175000,0.170732,0.209302,0.239130,0.270833,0.285714,0.285714,0.285714,0.285714,0.285714,0.291667,0.333333,0.358491,0.377358,0.384615,0.392157,0.387755,0.382979,0.391304,0.422222,0.422222,0.466667,0.488889,0.533333,0.555556,0.590909,0.604651,0.609756,0.615385,0.611111,0.657895,0.700000,0.717949,0.705882,0.633333,0.571429,0.482759,0.437500,0.472222,0.461538,0.425000,0.428571,0.418605,0.400000,0.382979
0.851064,0.851064,0.869565,0.886364,0.883721,0.860465,0.782609,0.734694,0.660377,0.631579,0.590164,0.553846,0.529412,0.514706,0.478261,0.462687,0.424242,0.421875,0.396825,0.447761,0.486111,0.506849,0.521127,0.500000,0.476190,0.450000,0.428571,0.400000,0.384615,0.372549,0.384615,0.396226,0.400000,0.410714,0.392857,0.396552,0.389831,0.383333,0.366667,0.350000,0.344828,0.327586,0.322034,0.305085,0.305085,0.310345,0.298246,0.298246,0.303571,0.290909,0.296296,0.301887,0.301887,0.313725,0.306122,0.297872,0.272727,0.225000,0.189189,0.121212,0.147059,0.166667,0.117647,0.142857,0.138889,0.157895,0.175000,0.150000,0.175000,0.170732,0.186047,0.217391,0.270833,0.265306,0.265306,0.265306,0.265306,0.285714,0.270833,0.313725,0.339623,0.358491,0.365385,0.372549,0.387755,0.361702,0.369565,0.400000,0.422222,0.466667,0.511111,0.555556,0.577778,0.613636,0.627907,0.658537,0.666667,0.666667,0.684211,0.750000,0.743590,0.764706,0.700000,0.607143,0.517241,0.468750,0.472222,0.461538,0.450000,0.428571,0.418605,0.400000,0.382979
0.872340,0.872340,0.913043,0.909091,0.906977,0.883721,0.804348,0.755102,0.698113,0.649123,0.606557,0.569231,0.544118,0.514706,0.492754,0.462687,0.439394,0.421875,0.412698,0.447761,0.500000,0.506849,0.521127,0.500000,0.476190,0.450000,0.428571,0.418182,0.384615,0.392157,0.384615,0.415094,0.418182,0.428571,0.410714,0.413793,0.406780,0.400000,0.383333,0.383333,0.362069,0.362069,0.338983,0.338983,0.322034,0.327586,0.315789,0.315789,0.321429,0.309091,0.314815,0.320755,0.320755,0.313725,0.326531,0.319149,0.295455,0.250000,0.216216,0.151515,0.176471,0.194444,0.147059,0.142857,0.138889,0.157895,0.175000,0.150000,0.175000,0.170732,0.186047,0.217391,0.250000,0.244898,0.244898,0.244898,0.244898,0.265306,0.250000,0.294118,0.339623,0.339623,0.346154,0.352941,0.367347,0.361702,0.369565,0.400000,0.422222,0.466667,0.511111,0.555556,0.600000,0.613636,0.651163,0.658537,0.666667,0.666667,0.710526,0.775000,0.769231,0.794118,0.733333,0.642857,0.551724,0.500000,0.500000,0.487179,0.450000,0.428571,0.418605,0.400000,0.382979
0.893617,0.893617,0.913043,0.931818,0.930233,0.906977,0.826087,0.755102,0.698113,0.666667,0.606557,0.584615,0.544118,0.529412,0.492754,0.477612,0.439394,0.437500,0.412698,0.447761,0.500000,0.506849,0.521127,0.500000,0.476190,0.450000,0.428571,0.418182,0.384615,0.392157,0.384615,0.415094,0.436364,0.428571,0.428571,0.413793,0.423729,0.416667,0.400000,0.400000,0.396552,0.379310,0.372881,0.355932,0.355932,0.344828,0.350877,0.333333,0.339286,0.345455,0.333333,0.339623,0.339623,0.352941,0.346939,0.340426,0.318182,0.275000,0.243243,0.181818,0.205882,0.222222,0.147059,0.142857,0.138889,0.157895,0.200000,0.175000,0.175000,0.146341,0.162791,0.195652,0.229167,0.224490,0.244898,0.224490,0.224490,0.244898,0.229167,0.274510,0.320755,0.339623,0.346154,0.352941,0.367347,0.361702,0.369565,0.400000,0.444444,0.488889,0.533333,0.577778,0.600000,0.636364,0.651163,0.682927,0.692308,0.694444,0.736842,0.775000,0.794872,0.794118,0.766667,0.678571,0.586207,0.500000,0.500000,0.487179,0.450000,0.428571,0.418605,0.400000,0.382979
0.893617,0.893617,0.913043,0.931818,0.906977,0.883721,0.804348,0.755102,0.698113,0.649123,0.606557,0.569231,0.544118,0.529412,0.492754,0.462687,0.439394,0.421875,0.412698,0.447761,0.500000,0.506849,0.521127,0.500000,0.476190,0.450000,0.428571,0.400000,0.384615,0.392157,0.384615,0.415094,0.436364,0.446429,0.428571,0.431034,0.440678,0.433333,0.433333,0.416667,0.413793,0.413793,0.389831,0.389831,0.389831,0.379310,0.385965,0.368421,0.375000,0.381818,0.370370,0.377358,0.377358,0.372549,0.387755,0.382979,0.363636,0.300000,0.270270,0.212121,0.235294,0.250000,0.176471,0.171429,0.166667,0.184211,0.200000,0.175000,0.175000,0.146341,0.162791,0.195652,0.229167,0.224490,0.224490,0.204082,0.204082,0.224490,0.208333,0.254902,0.301887,0.320755,0.326923,0.333333,0.367347,0.361702,0.391304,0.422222,0.444444,0.488889,0.533333,0.577778,0.622222,0.659091,0.674419,0.682927,0.692308,0.694444,0.736842,0.800000,0.794872,0.823529,0.766667,0.678571,0.586207,0.531250,0.500000,0.487179,0.450000,0.428571,0.418605,0.400000,0.382979
0.872340,0.872340,0.891304,0.909091,0.906977,0.860465,0.782609,0.734694,0.660377,0.631579,0.590164,0.553846,0.529412,0.500000,0.478261,0.447761,0.424242,0.406250,0.396825,0.432836,0.486111,0.493151,0.507042,0.485294,0.460317,0.433333,0.410714,0.400000,0.365385,0.372549,0.384615,0.415094,0.436364,0.446429,0.446429,0.448276,0.457627,0.450000,0.450000,0.450000,0.448276,0.431034,0.423729,0.423729,0.423729,0.431034,0.421053,0.421053,0.428571,0.418182,0.425926,0.415094,0.415094,0.411765,0.428571,0.425532,0.386364,0.350000,0.324324,0.242424,0.264706,0.277778,0.235294,0.200000,0.194444,0.210526,0.225000,0.175000,0.175000,0.170732,0.162791,0.195652,0.229167,0.204082,0.204082,0.183673,0.183673,0.204082,0.187500,0.235294,0.283019,0.301887,0.326923,0.333333,0.367347,0.361702,0.391304,0.422222,0.466667,0.511111,0.555556,0.600000,0.644444,0.659091,0.697674,0.707317,0.717949,0.722222,0.763158,0.800000,0.820513,0.823529,0.766667,0.678571,0.586207,0.531250,0.500000,0.487179,0.450000,0.428571,0.418605,0.400000,0.361702
0.872340,0.872340,0.891304,0.886364,0.883721,0.837209,0.760870,0.693878,0.641509,0.596491,0.557377,0.523077,0.500000,0.470588,0.449275,0.417910,0.393939,0.375000,0.365079,0.402985,0.458333,0.465753,0.478873,0.470588,0.428571,0.416667,0.392857,0.381818,0.346154,0.352941,0.365385,0.396226,0.418182,0.446429,0.446429,0.448276,0.457627,0.450000,0.466667,0.466667,0.465517,0.465517,0.457627,0.457627,0.457627,0.465517,0.473684,0.473684,0.464286,0.472727,0.481481,0.471698,0.471698,0.470588,0.489796,0.468085,0.454545,0.400000,0.378378,0.303030,0.323529,0.305556,0.264706,0.257143,0.222222,0.236842,0.225000,0.200000,0.175000,0.170732,0.162791,0.195652,0.208333,0.204082,0.204082,0.183673,0.183673,0.183673,0.166667,0.215686,0.264151,0.283019,0.307692,0.313725,0.346939,0.361702,0.369565,0.422222,0.444444,0.511111,0.555556,0.600000,0.644444,0.681818,0.697674,0.731707,0.743590,0.750000,0.763158,0.825000,0.820513,0.823529,0.766667,0.678571,0.586207,0.500000,0.500000,0.487179,0.425000,0.404762,0.395349,0.377778,0.340426
