10,8,7,5,3,1,0,-2,-3,-5,-6,-7,-7,-7,-6
7,5,3,1,-1,-2,-3,-5,-8,-10,-11,-11,-11,-10,-9
5,2,0,-3,-4,-5,-7,-10,-13,-14,-15,-14,-12,-10,-7
3,-1,-3,-5,-5,-7,-11,-14,-17,-17,-15,-12,-8,-4,-1
1,-2,-5,-6,-7,-10,-14,-17,-17,-15,-12,-7,-2,2,5
0,-3,-5,-6,-8,-12,-15,-16,-15,-12,-8,-4,1,5,8
0,-3,-4,-6,-8,-12,-14,-13,-11,-9,-6,-2,3,7,9
0,-2,-3,-5,-8,-10,-11,-10,-8,-7,-5,-1,4,7,9
1,0,-2,-4,-6,-7,-7,-6,-5,-5,-4,0,4,7,8
2,1,0,-2,-3,-4,-3,-3,-3,-3,-3,0,5,7,7
3,2,1,0,-1,0,1,1,0,-1,-2,0,4,7,6
4,4,3,2,2,3,4,4,3,2,0,0,4,6,4
4,5,5,5,5,6,7,7,6,5,2,0,3,5,2
4,6,7,7,8,9,10,10,9,7,5,1,3,4,1
5,6,8,9,10,11,12,12,11,10,7,3,2,2,0
