,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,label
128,0.492923,0.473846,0.456,0.440615,0.427692,0.417231,0.409846,0.405538,0.403077,0.403692,0.408,0.416,0.428308,0.444923,0.462769,96,38,CL
129,0.499077,0.477538,0.459077,0.443077,0.429538,0.418462,0.410462,0.405538,0.403077,0.403077,0.406154,0.413538,0.425231,0.441231,0.459692,96,38,CL
130,0.508308,0.485538,0.465231,0.448615,0.433846,0.422154,0.413538,0.408615,0.404923,0.403692,0.406769,0.414154,0.425846,0.441846,0.459692,96,38,CL
131,0.521231,0.497846,0.476308,0.457231,0.441846,0.429538,0.420308,0.414154,0.409231,0.408,0.411077,0.417846,0.429538,0.444923,0.462769,96,38,CL
132,0.538462,0.513231,0.490462,0.470769,0.452923,0.44,0.429538,0.422154,0.417231,0.416,0.418462,0.425231,0.436308,0.451692,0.468923,96,38,CL
133,0.558154,0.532923,0.508923,0.488,0.469538,0.454154,0.442462,0.434462,0.428923,0.427692,0.429538,0.436308,0.447385,0.461538,0.479385,96,38,CL
134,0.580308,0.555077,0.531692,0.509538,0.490462,0.473231,0.460923,0.451077,0.444923,0.443077,0.444923,0.451077,0.461538,0.475077,0.492923,96,38,CL
135,0.553231,0.548308,0.544,0.540308,0.536615,0.532923,0.529846,0.528,0.526154,0.524923,0.523692,0.521846,0.521231,0.52,0.518154,98,38,CL
136,0.538462,0.532923,0.528,0.524308,0.520615,0.516923,0.514462,0.512615,0.512,0.510769,0.510154,0.509538,0.510154,0.510154,0.510769,98,38,CL
137,0.523692,0.517538,0.512,0.508308,0.504,0.500923,0.499692,0.496615,0.496615,0.495385,0.496,0.496,0.497231,0.499077,0.500923,98,38,CL
138,0.508923,0.501538,0.496615,0.491692,0.488,0.484308,0.483077,0.48,0.48,0.48,0.481846,0.483077,0.485538,0.489231,0.492923,98,38,CL
139,0.495385,0.487385,0.481231,0.475692,0.471385,0.467692,0.466462,0.464615,0.463385,0.462769,0.464,0.465231,0.467692,0.471385,0.477538,98,38,CL
140,0.483692,0.474462,0.467077,0.460923,0.456,0.452308,0.449846,0.448,0.446769,0.446769,0.447385,0.449846,0.452923,0.456615,0.461538,98,38,CL
141,0.475077,0.465231,0.456615,0.449231,0.443692,0.439385,0.435692,0.433231,0.432,0.431385,0.432,0.434462,0.438769,0.443692,0.450462,98,38,CL
142,0.470769,0.459077,0.449231,0.441231,0.435077,0.430154,0.426462,0.424,0.422154,0.421538,0.422154,0.424615,0.427692,0.433231,0.440615,98,38,CL
143,0.470154,0.457231,0.446769,0.438154,0.431385,0.425846,0.421538,0.419077,0.417231,0.416615,0.416615,0.419077,0.422769,0.428308,0.435077,98,38,CL
144,0.475077,0.460923,0.448615,0.439385,0.432,0.426462,0.421538,0.418462,0.416615,0.416,0.416615,0.418462,0.422154,0.427077,0.435077,98,38,CL
145,0.485538,0.470769,0.457231,0.446769,0.438154,0.432,0.427077,0.424,0.421538,0.420923,0.420923,0.422769,0.425846,0.431385,0.438769,98,38,CL
146,0.499692,0.484923,0.470769,0.459692,0.450462,0.443077,0.437538,0.433846,0.431385,0.430154,0.430154,0.431385,0.434462,0.439385,0.446769,98,38,CL
147,0.519385,0.503385,0.489846,0.477538,0.468308,0.460308,0.454154,0.449231,0.446154,0.443692,0.443077,0.444308,0.446769,0.451692,0.459077,98,38,CL
148,0.540308,0.524923,0.511385,0.499077,0.488615,0.480615,0.473231,0.468308,0.464,0.461538,0.460308,0.460923,0.462769,0.467692,0.475077,98,38,CL
149,0.564308,0.548923,0.535385,0.522462,0.511385,0.502154,0.494769,0.489231,0.484923,0.481846,0.48,0.480615,0.482462,0.487385,0.494154,98,38,CL
150,0.553231,0.548308,0.544,0.540308,0.536615,0.532923,0.529846,0.528,0.526154,0.524923,0.523692,0.521846,0.521231,0.52,0.518154,98,38,CL
151,0.538462,0.532923,0.528,0.524308,0.520615,0.516923,0.514462,0.512615,0.512,0.510769,0.510154,0.509538,0.510154,0.510154,0.510769,98,38,CL
152,0.523692,0.517538,0.512,0.508308,0.504,0.500923,0.499692,0.496615,0.496615,0.495385,0.496,0.496,0.497231,0.499077,0.500923,98,38,CL
153,0.508923,0.501538,0.496615,0.491692,0.488,0.484308,0.483077,0.48,0.48,0.48,0.481846,0.483077,0.485538,0.489231,0.492923,98,38,CL
154,0.495385,0.487385,0.481231,0.475692,0.471385,0.467692,0.466462,0.464615,0.463385,0.462769,0.464,0.465231,0.467692,0.471385,0.477538,98,38,CL
155,0.483692,0.474462,0.467077,0.460923,0.456,0.452308,0.449846,0.448,0.446769,0.446769,0.447385,0.449846,0.452923,0.456615,0.461538,98,38,CL
156,0.475077,0.465231,0.456615,0.449231,0.443692,0.439385,0.435692,0.433231,0.432,0.431385,0.432,0.434462,0.438769,0.443692,0.450462,98,38,CL
157,0.470769,0.459077,0.449231,0.441231,0.435077,0.430154,0.426462,0.424,0.422154,0.421538,0.422154,0.424615,0.427692,0.433231,0.440615,98,38,CL
158,0.470154,0.457231,0.446769,0.438154,0.431385,0.425846,0.421538,0.419077,0.417231,0.416615,0.416615,0.419077,0.422769,0.428308,0.435077,98,38,CL
159,0.475077,0.460923,0.448615,0.439385,0.432,0.426462,0.421538,0.418462,0.416615,0.416,0.416615,0.418462,0.422154,0.427077,0.435077,98,38,CL
160,0.485538,0.470769,0.457231,0.446769,0.438154,0.432,0.427077,0.424,0.421538,0.420923,0.420923,0.422769,0.425846,0.431385,0.438769,98,38,CL
161,0.499692,0.484923,0.470769,0.459692,0.450462,0.443077,0.437538,0.433846,0.431385,0.430154,0.430154,0.431385,0.434462,0.439385,0.446769,98,38,CL
162,0.519385,0.503385,0.489846,0.477538,0.468308,0.460308,0.454154,0.449231,0.446154,0.443692,0.443077,0.444308,0.446769,0.451692,0.459077,98,38,CL
163,0.540308,0.524923,0.511385,0.499077,0.488615,0.480615,0.473231,0.468308,0.464,0.461538,0.460308,0.460923,0.462769,0.467692,0.475077,98,38,CL
164,0.564308,0.548923,0.535385,0.522462,0.511385,0.502154,0.494769,0.489231,0.484923,0.481846,0.48,0.480615,0.482462,0.487385,0.494154,98,38,CL
165,0.459692,0.454769,0.449846,0.444923,0.44,0.435077,0.430769,0.425846,0.421538,0.416615,0.412308,0.408615,0.404308,0.400615,0.396308,52,12,CL
166,0.449231,0.443692,0.438154,0.433231,0.427692,0.422154,0.417231,0.412308,0.407385,0.402462,0.398154,0.393846,0.390154,0.385846,0.382154,52,12,CL
167,0.436308,0.430154,0.424,0.417846,0.412308,0.406154,0.400615,0.395077,0.390154,0.385231,0.380923,0.377231,0.373538,0.369846,0.366769,52,12,CL
